transaction_id,merchant_id,user_id,amount,payment_method,timestamp_initiated,timestamp_otp_sent,timestamp_next_event,error_code,status,true_cause
txn_00063,merch_05,user_026,18242.86,card,2026-09-01T11:03:00,2026-09-01T11:03:11,2026-09-01T11:03:40,,success,success
txn_00187,merch_03,user_048,47681.95,wallet,2026-09-01T13:07:00,2026-09-01T13:07:03,2026-09-01T13:07:06,,success,success
txn_00268,merch_02,user_079,44218.11,card,2026-09-01T14:28:00,2026-09-01T14:28:10,2026-09-01T14:30:35,TIMED_OUT,failed,bank_timeout
txn_00183,merch_03,user_080,31672.18,netbanking,2026-09-01T13:03:00,2026-09-01T13:03:13,2026-09-01T13:03:39,,success,success
txn_00289,merch_05,user_036,41274.3,card,2026-09-01T14:49:00,2026-09-01T14:49:05,2026-09-01T14:50:52,,abandoned,otp_timeout
txn_00016,merch_02,user_066,24701.12,card,2026-09-01T10:16:00,2026-09-01T10:16:04,2026-09-01T10:17:58,TIMED_OUT,failed,bank_timeout
txn_00110,merch_04,user_057,17068.26,card,2026-09-01T11:50:00,2026-09-01T11:50:09,2026-09-01T11:50:31,,success,success
txn_00011,merch_02,user_021,23139.9,netbanking,2026-09-01T10:11:00,2026-09-01T10:11:18,2026-09-01T10:13:21,,abandoned,otp_timeout
txn_00166,merch_01,user_060,45473.91,netbanking,2026-09-01T12:46:00,2026-09-01T12:46:14,2026-09-01T12:46:08,,success,success
txn_00264,merch_01,user_058,8674.19,wallet,2026-09-01T14:24:00,2026-09-01T14:24:03,2026-09-01T14:24:21,,success,success
txn_00206,merch_05,user_055,28691.31,wallet,2026-09-01T13:26:00,,,,abandoned,network_drop
txn_00252,merch_03,user_056,44479.85,wallet,2026-09-01T14:12:00,2026-09-01T14:12:13,2026-09-01T14:12:22,,success,success
txn_00240,merch_02,user_071,47014.29,wallet,2026-09-01T14:00:00,2026-09-01T14:00:04,2026-09-01T14:00:19,,success,success
txn_00079,merch_04,user_020,35335.64,card,2026-09-01T11:19:00,2026-09-01T11:19:14,2026-09-01T11:19:27,,success,success
txn_00158,merch_01,user_040,39441.09,card,2026-09-01T12:38:00,2026-09-01T12:38:19,2026-09-01T12:40:40,TIMED_OUT,failed,bank_timeout
txn_00143,merch_01,user_019,20528.43,upi,2026-09-01T12:23:00,2026-09-01T12:23:03,2026-09-01T12:25:38,TIMED_OUT,failed,bank_timeout
txn_00226,merch_03,user_040,9054.13,upi,2026-09-01T13:46:00,2026-09-01T13:46:11,2026-09-01T13:46:32,,success,success
txn_00217,merch_05,user_006,22514.2,upi,2026-09-01T13:37:00,2026-09-01T13:37:11,2026-09-01T13:37:39,,success,success
txn_00221,merch_05,user_007,21977.36,card,2026-09-01T13:41:00,,,CARD_DECLINED,failed,method_mismatch
txn_00061,merch_03,user_056,30330.13,card,2026-09-01T11:01:00,2026-09-01T11:01:13,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00120,merch_05,user_037,21985.71,wallet,2026-09-01T12:00:00,2026-09-01T12:00:10,,TIMED_OUT,failed,bank_timeout
txn_00036,merch_03,user_059,14298.2,wallet,2026-09-01T10:36:00,2026-09-01T10:36:05,2026-09-01T10:38:04,TIMED_OUT,failed,bank_timeout
txn_00142,merch_05,user_043,43491.53,wallet,2026-09-01T12:22:00,2026-09-01T12:22:04,2026-09-01T12:22:34,,success,success
txn_00088,merch_03,user_029,32524.7,card,2026-09-01T11:28:00,2026-09-01T11:28:01,2026-09-01T11:28:16,,success,success
txn_00070,merch_02,user_004,38338.22,card,2026-09-01T11:10:00,,,CARD_DECLINED,failed,method_mismatch
txn_00101,merch_02,user_011,12105.73,wallet,2026-09-01T11:41:00,2026-09-01T11:41:16,2026-09-01T11:44:02,,abandoned,otp_timeout
txn_00244,merch_02,user_011,26198.05,netbanking,2026-09-01T14:04:00,2026-09-01T14:04:03,2026-09-01T14:06:45,,abandoned,otp_timeout
txn_00090,merch_02,user_060,34988.28,netbanking,2026-09-01T11:30:00,2026-09-01T11:30:06,2026-09-01T11:32:58,,abandoned,otp_timeout
txn_00009,merch_04,user_036,22697.84,netbanking,2026-09-01T10:09:00,,,,abandoned,network_drop
txn_00119,merch_01,user_008,8337.84,netbanking,2026-09-01T11:59:00,,,,abandoned,network_drop
txn_00160,merch_05,user_047,26566.08,netbanking,2026-09-01T12:40:00,2026-09-01T12:40:06,2026-09-01T12:40:17,,success,success
txn_00017,merch_04,user_077,3223.21,wallet,2026-09-01T10:17:00,2026-09-01T10:17:20,,TIMED_OUT,failed,bank_timeout
txn_00012,merch_01,user_030,41099.04,netbanking,2026-09-01T10:12:00,2026-09-01T10:12:13,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00151,merch_04,user_033,23005.55,card,2026-09-01T12:31:00,2026-09-01T12:31:15,2026-09-01T12:31:19,,success,success
txn_00077,merch_05,user_063,31356.08,netbanking,2026-09-01T11:17:00,2026-09-01T11:17:15,2026-09-01T11:17:05,,success,success
txn_00051,merch_05,user_071,7447.28,upi,2026-09-01T10:51:00,,,,abandoned,network_drop
txn_00175,merch_02,user_043,28318.25,card,2026-09-01T12:55:00,,,CARD_DECLINED,failed,method_mismatch
txn_00116,merch_01,user_021,183.65,wallet,2026-09-01T11:56:00,2026-09-01T11:56:20,2026-09-01T11:56:31,,success,success
txn_00296,merch_05,user_074,11415.78,card,2026-09-01T14:56:00,2026-09-01T14:56:19,2026-09-01T14:56:31,,success,success
txn_00182,merch_04,user_010,44968.37,netbanking,2026-09-01T13:02:00,2026-09-01T13:02:20,2026-09-01T13:02:10,,success,success
txn_00223,merch_02,user_045,15546.08,wallet,2026-09-01T13:43:00,2026-09-01T13:43:05,,TIMED_OUT,failed,bank_timeout
txn_00084,merch_05,user_069,1396.97,wallet,2026-09-01T11:24:00,2026-09-01T11:24:19,2026-09-01T11:27:06,TIMED_OUT,failed,bank_timeout
txn_00008,merch_01,user_030,38664.76,card,2026-09-01T10:08:00,2026-09-01T10:08:08,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00005,merch_02,user_028,47862.79,netbanking,2026-09-01T10:05:00,2026-09-01T10:05:04,2026-09-01T10:05:06,,success,success
txn_00235,merch_05,user_019,41560.78,card,2026-09-01T13:55:00,2026-09-01T13:55:08,2026-09-01T13:55:29,,success,success
txn_00285,merch_02,user_028,29188.04,card,2026-09-01T14:45:00,2026-09-01T14:45:02,2026-09-01T14:45:19,,success,success
txn_00014,merch_04,user_019,13280.76,upi,2026-09-01T10:14:00,2026-09-01T10:14:18,2026-09-01T10:14:35,,success,success
txn_00177,merch_02,user_002,17944.2,upi,2026-09-01T12:57:00,,,,abandoned,network_drop
txn_00094,merch_05,user_006,39845.64,card,2026-09-01T11:34:00,,,CARD_DECLINED,failed,method_mismatch
txn_00214,merch_04,user_057,31587.69,netbanking,2026-09-01T13:34:00,2026-09-01T13:34:19,2026-09-01T13:34:04,,success,success
txn_00280,merch_03,user_052,6581.77,netbanking,2026-09-01T14:40:00,2026-09-01T14:40:17,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00155,merch_03,user_003,48898.33,wallet,2026-09-01T12:35:00,2026-09-01T12:35:09,2026-09-01T12:36:45,,abandoned,otp_timeout
txn_00068,merch_02,user_066,23685.65,upi,2026-09-01T11:08:00,2026-09-01T11:08:03,2026-09-01T11:08:19,,success,success
txn_00072,merch_04,user_032,7421.19,card,2026-09-01T11:12:00,2026-09-01T11:12:04,2026-09-01T11:12:28,,success,success
txn_00265,merch_01,user_071,27131.46,netbanking,2026-09-01T14:25:00,2026-09-01T14:25:06,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00167,merch_01,user_039,49796.57,card,2026-09-01T12:47:00,2026-09-01T12:47:04,2026-09-01T12:47:16,,success,success
txn_00117,merch_02,user_037,35362.44,wallet,2026-09-01T11:57:00,2026-09-01T11:57:03,2026-09-01T11:57:15,,success,success
txn_00260,merch_03,user_048,22224.77,card,2026-09-01T14:20:00,2026-09-01T14:20:19,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00057,merch_02,user_029,1232.04,upi,2026-09-01T10:57:00,,,,abandoned,network_drop
txn_00136,merch_04,user_025,46097.31,upi,2026-09-01T12:16:00,2026-09-01T12:16:03,2026-09-01T12:18:13,,abandoned,otp_timeout
txn_00112,merch_03,user_011,36742.19,card,2026-09-01T11:52:00,,,CARD_DECLINED,failed,method_mismatch
txn_00247,merch_01,user_075,36772.59,netbanking,2026-09-01T14:07:00,2026-09-01T14:07:05,2026-09-01T14:07:03,,success,success
txn_00040,merch_05,user_032,28967.01,card,2026-09-01T10:40:00,2026-09-01T10:40:20,2026-09-01T10:42:05,TIMED_OUT,failed,bank_timeout
txn_00258,merch_04,user_005,6355.19,upi,2026-09-01T14:18:00,,,,abandoned,network_drop
txn_00130,merch_04,user_057,38011.53,upi,2026-09-01T12:10:00,2026-09-01T12:10:09,2026-09-01T12:10:36,,success,success
txn_00124,merch_02,user_061,47482.18,card,2026-09-01T12:04:00,,,CARD_DECLINED,failed,method_mismatch
txn_00294,merch_05,user_069,24517.84,netbanking,2026-09-01T14:54:00,2026-09-01T14:54:16,2026-09-01T14:55:53,,abandoned,otp_timeout
txn_00065,merch_05,user_017,9632.41,wallet,2026-09-01T11:05:00,2026-09-01T11:05:06,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00209,merch_05,user_052,26221.93,wallet,2026-09-01T13:29:00,2026-09-01T13:29:10,2026-09-01T13:29:22,,success,success
txn_00239,merch_04,user_058,30786.65,card,2026-09-01T13:59:00,2026-09-01T13:59:01,2026-09-01T13:59:17,,success,success
txn_00224,merch_01,user_040,27968.16,netbanking,2026-09-01T13:44:00,2026-09-01T13:44:05,,TIMED_OUT,failed,bank_timeout
txn_00145,merch_05,user_049,47709.27,wallet,2026-09-01T12:25:00,,,,abandoned,network_drop
txn_00139,merch_03,user_043,27618.27,wallet,2026-09-01T12:19:00,2026-09-01T12:19:15,2026-09-01T12:21:31,,abandoned,otp_timeout
txn_00053,merch_05,user_053,48693.16,upi,2026-09-01T10:53:00,2026-09-01T10:53:08,2026-09-01T10:53:11,,success,success
txn_00030,merch_04,user_053,9560.98,card,2026-09-01T10:30:00,2026-09-01T10:30:14,2026-09-01T10:30:23,,success,success
txn_00215,merch_01,user_040,23114.04,card,2026-09-01T13:35:00,2026-09-01T13:35:02,2026-09-01T13:35:24,,success,success
txn_00172,merch_04,user_036,9530.94,card,2026-09-01T12:52:00,2026-09-01T12:52:15,2026-09-01T12:52:06,,success,success
txn_00161,merch_04,user_038,37340.64,netbanking,2026-09-01T12:41:00,2026-09-01T12:41:04,2026-09-01T12:43:38,TIMED_OUT,failed,bank_timeout
txn_00275,merch_05,user_078,16914.1,card,2026-09-01T14:35:00,2026-09-01T14:35:01,2026-09-01T14:35:06,,success,success
txn_00228,merch_05,user_005,33113.37,upi,2026-09-01T13:48:00,,,,abandoned,network_drop
txn_00208,merch_03,user_012,21863.75,card,2026-09-01T13:28:00,,,,abandoned,network_drop
txn_00188,merch_01,user_056,4873.39,netbanking,2026-09-01T13:08:00,,,,abandoned,network_drop
txn_00262,merch_02,user_064,25911.38,card,2026-09-01T14:22:00,2026-09-01T14:22:09,2026-09-01T14:22:17,,success,success
txn_00270,merch_03,user_010,22526.23,netbanking,2026-09-01T14:30:00,2026-09-01T14:30:05,2026-09-01T14:30:36,,success,success
txn_00125,merch_05,user_056,31757.5,wallet,2026-09-01T12:05:00,2026-09-01T12:05:03,2026-09-01T12:05:31,,success,success
txn_00121,merch_03,user_065,27022.08,wallet,2026-09-01T12:01:00,2026-09-01T12:01:03,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00115,merch_02,user_028,13269.07,card,2026-09-01T11:55:00,2026-09-01T11:55:06,2026-09-01T11:57:11,TIMED_OUT,failed,bank_timeout
txn_00198,merch_01,user_020,7912.62,card,2026-09-01T13:18:00,2026-09-01T13:18:03,2026-09-01T13:18:18,,success,success
txn_00236,merch_01,user_054,2710.18,netbanking,2026-09-01T13:56:00,,,,abandoned,network_drop
txn_00191,merch_02,user_020,32853.98,upi,2026-09-01T13:11:00,2026-09-01T13:11:04,2026-09-01T13:13:23,,abandoned,otp_timeout
txn_00089,merch_01,user_080,7661.5,upi,2026-09-01T11:29:00,2026-09-01T11:29:16,2026-09-01T11:29:08,,success,success
txn_00193,merch_05,user_080,38269.85,card,2026-09-01T13:13:00,,,CARD_DECLINED,failed,method_mismatch
txn_00086,merch_04,user_042,10622.43,netbanking,2026-09-01T11:26:00,2026-09-01T11:26:11,2026-09-01T11:26:25,,success,success
txn_00001,merch_01,user_036,12282.35,upi,2026-09-01T10:01:00,2026-09-01T10:01:04,,TIMED_OUT,failed,bank_timeout
txn_00194,merch_03,user_004,9061.78,netbanking,2026-09-01T13:14:00,2026-09-01T13:14:11,,TIMED_OUT,failed,bank_timeout
txn_00026,merch_03,user_057,44985.72,wallet,2026-09-01T10:26:00,2026-09-01T10:26:04,2026-09-01T10:28:10,TIMED_OUT,failed,bank_timeout
txn_00231,merch_03,user_061,45203.52,upi,2026-09-01T13:51:00,2026-09-01T13:51:12,2026-09-01T13:54:00,,abandoned,otp_timeout
txn_00249,merch_01,user_059,21314.19,card,2026-09-01T14:09:00,,,CARD_DECLINED,failed,method_mismatch
txn_00049,merch_02,user_034,8121.02,wallet,2026-09-01T10:49:00,2026-09-01T10:49:18,2026-09-01T10:49:28,,success,success
txn_00050,merch_01,user_010,47255.29,upi,2026-09-01T10:50:00,2026-09-01T10:50:18,2026-09-01T10:51:57,,abandoned,otp_timeout
txn_00146,merch_01,user_080,3467.62,netbanking,2026-09-01T12:26:00,,,,abandoned,network_drop
txn_00229,merch_02,user_021,9083.26,upi,2026-09-01T13:49:00,2026-09-01T13:49:15,,TIMED_OUT,failed,bank_timeout
txn_00073,merch_05,user_060,2558.41,upi,2026-09-01T11:13:00,2026-09-01T11:13:04,2026-09-01T11:13:30,,success,success
txn_00041,merch_05,user_073,26163.0,netbanking,2026-09-01T10:41:00,2026-09-01T10:41:07,2026-09-01T10:41:21,,success,success
txn_00254,merch_05,user_024,27296.45,netbanking,2026-09-01T14:14:00,2026-09-01T14:14:04,2026-09-01T14:14:06,,success,success
txn_00075,merch_05,user_055,46916.24,card,2026-09-01T11:15:00,,,CARD_DECLINED,failed,method_mismatch
txn_00257,merch_04,user_047,25678.65,upi,2026-09-01T14:17:00,2026-09-01T14:17:01,2026-09-01T14:17:10,,success,success
txn_00189,merch_05,user_008,40100.4,card,2026-09-01T13:09:00,,,CARD_DECLINED,failed,method_mismatch
txn_00213,merch_05,user_075,22472.82,netbanking,2026-09-01T13:33:00,2026-09-01T13:33:11,2026-09-01T13:33:10,,success,success
txn_00165,merch_04,user_004,30996.37,netbanking,2026-09-01T12:45:00,2026-09-01T12:45:20,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00123,merch_05,user_076,47541.77,netbanking,2026-09-01T12:03:00,2026-09-01T12:03:19,2026-09-01T12:03:03,,success,success
txn_00256,merch_01,user_046,30761.83,wallet,2026-09-01T14:16:00,2026-09-01T14:16:09,2026-09-01T14:16:04,,success,success
txn_00149,merch_04,user_019,12247.66,wallet,2026-09-01T12:29:00,2026-09-01T12:29:19,2026-09-01T12:29:12,,success,success
txn_00179,merch_01,user_061,22441.35,netbanking,2026-09-01T12:59:00,2026-09-01T12:59:17,2026-09-01T13:02:07,,abandoned,otp_timeout
txn_00018,merch_05,user_033,48555.36,card,2026-09-01T10:18:00,2026-09-01T10:18:04,2026-09-01T10:20:47,TIMED_OUT,failed,bank_timeout
txn_00185,merch_05,user_028,21531.99,upi,2026-09-01T13:05:00,2026-09-01T13:05:14,,TIMED_OUT,failed,bank_timeout
txn_00238,merch_02,user_005,40882.16,card,2026-09-01T13:58:00,,,CARD_DECLINED,failed,method_mismatch
txn_00148,merch_01,user_006,16252.51,card,2026-09-01T12:28:00,2026-09-01T12:28:10,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00287,merch_03,user_052,18328.57,wallet,2026-09-01T14:47:00,,,,abandoned,network_drop
txn_00113,merch_05,user_080,11323.07,wallet,2026-09-01T11:53:00,2026-09-01T11:53:15,2026-09-01T11:53:29,,success,success
txn_00299,merch_02,user_053,25115.88,wallet,2026-09-01T14:59:00,2026-09-01T14:59:02,2026-09-01T14:59:09,,success,success
txn_00168,merch_02,user_050,22709.51,wallet,2026-09-01T12:48:00,,,,abandoned,network_drop
txn_00064,merch_01,user_039,25380.77,wallet,2026-09-01T11:04:00,2026-09-01T11:04:11,2026-09-01T11:04:26,,success,success
txn_00173,merch_05,user_003,2576.4,netbanking,2026-09-01T12:53:00,2026-09-01T12:53:08,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00081,merch_01,user_074,19050.03,card,2026-09-01T11:21:00,2026-09-01T11:21:12,2026-09-01T11:23:25,TIMED_OUT,failed,bank_timeout
txn_00028,merch_01,user_030,3416.65,card,2026-09-01T10:28:00,2026-09-01T10:28:11,2026-09-01T10:28:05,,success,success
txn_00157,merch_02,user_025,38847.44,card,2026-09-01T12:37:00,,,CARD_DECLINED,failed,method_mismatch
txn_00058,merch_03,user_009,48346.11,netbanking,2026-09-01T10:58:00,2026-09-01T10:58:12,2026-09-01T10:58:33,,success,success
txn_00232,merch_04,user_037,38917.3,wallet,2026-09-01T13:52:00,2026-09-01T13:52:06,2026-09-01T13:54:06,TIMED_OUT,failed,bank_timeout
txn_00059,merch_05,user_043,46964.9,card,2026-09-01T10:59:00,2026-09-01T10:59:09,2026-09-01T10:59:12,,success,success
txn_00219,merch_01,user_032,35395.7,wallet,2026-09-01T13:39:00,2026-09-01T13:39:17,,TIMED_OUT,failed,bank_timeout
txn_00169,merch_02,user_054,32763.35,wallet,2026-09-01T12:49:00,2026-09-01T12:49:20,,TIMED_OUT,failed,bank_timeout
txn_00096,merch_04,user_020,21802.58,netbanking,2026-09-01T11:36:00,2026-09-01T11:36:20,2026-09-01T11:39:03,TIMED_OUT,failed,bank_timeout
txn_00245,merch_05,user_071,1065.7,wallet,2026-09-01T14:05:00,2026-09-01T14:05:02,2026-09-01T14:07:58,,abandoned,otp_timeout
txn_00047,merch_05,user_027,35894.73,upi,2026-09-01T10:47:00,2026-09-01T10:47:09,2026-09-01T10:47:33,,success,success
txn_00024,merch_05,user_017,6463.15,wallet,2026-09-01T10:24:00,2026-09-01T10:24:18,2026-09-01T10:26:14,TIMED_OUT,failed,bank_timeout
txn_00137,merch_04,user_044,44616.48,card,2026-09-01T12:17:00,,,CARD_DECLINED,failed,method_mismatch
txn_00095,merch_03,user_002,42486.3,wallet,2026-09-01T11:35:00,2026-09-01T11:35:04,2026-09-01T11:35:28,,success,success
txn_00107,merch_03,user_030,18076.01,netbanking,2026-09-01T11:47:00,,,,abandoned,network_drop
txn_00099,merch_04,user_044,1483.56,netbanking,2026-09-01T11:39:00,2026-09-01T11:39:06,,TIMED_OUT,failed,bank_timeout
txn_00171,merch_03,user_013,49047.34,netbanking,2026-09-01T12:51:00,2026-09-01T12:51:18,2026-09-01T12:54:15,TIMED_OUT,failed,bank_timeout
txn_00181,merch_01,user_008,49929.41,wallet,2026-09-01T13:01:00,2026-09-01T13:01:14,2026-09-01T13:01:07,,success,success
txn_00286,merch_04,user_037,26857.7,card,2026-09-01T14:46:00,2026-09-01T14:46:14,2026-09-01T14:46:09,,success,success
txn_00097,merch_04,user_056,29669.14,card,2026-09-01T11:37:00,,,CARD_DECLINED,failed,method_mismatch
txn_00056,merch_01,user_061,11160.56,wallet,2026-09-01T10:56:00,2026-09-01T10:56:12,2026-09-01T10:56:20,,success,success
txn_00087,merch_04,user_033,41753.8,wallet,2026-09-01T11:27:00,2026-09-01T11:27:01,2026-09-01T11:27:35,,success,success
txn_00013,merch_02,user_073,43824.56,netbanking,2026-09-01T10:13:00,2026-09-01T10:13:07,2026-09-01T10:13:32,,success,success
txn_00150,merch_01,user_079,43548.44,upi,2026-09-01T12:30:00,2026-09-01T12:30:16,2026-09-01T12:30:38,,success,success
txn_00003,merch_02,user_065,30120.84,upi,2026-09-01T10:03:00,2026-09-01T10:03:18,2026-09-01T10:03:27,,success,success
txn_00074,merch_04,user_068,49395.23,netbanking,2026-09-01T11:14:00,2026-09-01T11:14:15,2026-09-01T11:14:40,,success,success
txn_00248,merch_03,user_023,41527.66,wallet,2026-09-01T14:08:00,2026-09-01T14:08:16,2026-09-01T14:08:12,,success,success
txn_00019,merch_03,user_015,33611.71,card,2026-09-01T10:19:00,,,CARD_DECLINED,failed,method_mismatch
txn_00277,merch_05,user_038,32113.27,netbanking,2026-09-01T14:37:00,2026-09-01T14:37:16,2026-09-01T14:37:16,,success,success
txn_00048,merch_01,user_012,31732.51,netbanking,2026-09-01T10:48:00,2026-09-01T10:48:02,2026-09-01T10:48:01,,success,success
txn_00093,merch_02,user_014,34874.79,netbanking,2026-09-01T11:33:00,2026-09-01T11:33:20,2026-09-01T11:33:08,,success,success
txn_00291,merch_05,user_006,2312.9,upi,2026-09-01T14:51:00,2026-09-01T14:51:11,2026-09-01T14:53:46,,abandoned,otp_timeout
txn_00267,merch_02,user_064,34022.18,card,2026-09-01T14:27:00,,,CARD_DECLINED,failed,method_mismatch
txn_00060,merch_03,user_005,5464.71,wallet,2026-09-01T11:00:00,2026-09-01T11:00:12,,TIMED_OUT,failed,bank_timeout
txn_00295,merch_01,user_054,29205.92,card,2026-09-01T14:55:00,2026-09-01T14:55:20,2026-09-01T14:55:31,,success,success
txn_00082,merch_04,user_069,34646.88,card,2026-09-01T11:22:00,,,CARD_DECLINED,failed,method_mismatch
txn_00144,merch_03,user_044,39495.1,card,2026-09-01T12:24:00,,,CARD_DECLINED,failed,method_mismatch
txn_00054,merch_02,user_053,1288.08,netbanking,2026-09-01T10:54:00,2026-09-01T10:54:14,2026-09-01T10:57:14,TIMED_OUT,failed,bank_timeout
txn_00038,merch_04,user_065,45973.39,upi,2026-09-01T10:38:00,2026-09-01T10:38:02,2026-09-01T10:38:33,,success,success
txn_00204,merch_02,user_065,27958.24,netbanking,2026-09-01T13:24:00,2026-09-01T13:24:03,2026-09-01T13:26:28,,abandoned,otp_timeout
txn_00246,merch_03,user_033,37378.46,netbanking,2026-09-01T14:06:00,2026-09-01T14:06:03,2026-09-01T14:06:23,,success,success
txn_00274,merch_03,user_079,26697.23,upi,2026-09-01T14:34:00,2026-09-01T14:34:19,2026-09-01T14:34:38,,success,success
txn_00076,merch_04,user_058,45195.89,card,2026-09-01T11:16:00,,,CARD_DECLINED,failed,method_mismatch
txn_00233,merch_02,user_033,46223.51,card,2026-09-01T13:53:00,,,CARD_DECLINED,failed,method_mismatch
txn_00031,merch_04,user_007,33684.56,card,2026-09-01T10:31:00,2026-09-01T10:31:02,2026-09-01T10:31:26,,success,success
txn_00025,merch_05,user_055,48219.93,upi,2026-09-01T10:25:00,2026-09-01T10:25:10,2026-09-01T10:25:26,,success,success
txn_00032,merch_01,user_032,9619.92,wallet,2026-09-01T10:32:00,2026-09-01T10:32:05,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00266,merch_02,user_047,25462.35,card,2026-09-01T14:26:00,2026-09-01T14:26:07,,INSUFFICIENT_FUNDS,failed,insufficient_funds
txn_00156,merch_01,user_078,37271.35,netbanking,2026-09-01T12:36:00,2026-09-01T12:36:08,2026-09-01T12:39:00,,abandoned,otp_timeout
txn_00039,merch_02,user_009,29772.0,upi,2026-09-01T10:39:00,2026-09-01T10:39:13,2026-09-01T10:39:08,,success,success
txn_00255,merch_03,user_040,22323.49,wallet,2026-09-01T14:15:00,2026-09-01T14:15:06,2026-09-01T14:15:29,,success,success
